GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
423,0.0,0.0,0.0,-19.18,-21.6,0.0,-0.0,28.65,-2.2,-40.78,26.45,-14.34
424,0.0,0.0,0.0,-13.83,-35.65,0.0,0.0,36.64,-2.17,-49.48,34.46,-15.02
425,-0.0,0.0,-0.0,-21.82,-35.38,-0.0,0.0,37.45,-3.11,-57.2,34.34,-22.86
426,-0.0,0.0,-0.0,-17.78,-25.61,0.0,-0.0,30.85,-2.39,-43.39,28.46,-14.93
427,0.0,-0.0,-0.0,-18.94,-20.34,-0.0,0.0,28.96,-2.24,-39.28,26.72,-12.56
428,-0.0,-0.0,0.0,-16.86,-23.22,-0.0,-0.0,28.91,-2.09,-40.07,26.82,-13.26
429,-0.0,0.0,-0.0,-20.17,-29.82,-0.0,0.0,35.67,-2.6,-49.99,33.06,-16.93
430,0.0,0.0,0.0,-19.9,-31.1,-0.0,0.0,38.76,-2.32,-51.01,36.44,-14.57
431,-0.0,-0.0,-0.0,-19.97,-27.78,0.0,-0.0,36.0,-2.44,-47.75,33.56,-14.19
432,0.0,0.0,0.0,-19.14,-31.35,0.0,-0.0,38.6,-2.53,-50.49,36.07,-14.42
433,-0.0,-0.0,0.0,-17.67,-30.73,-0.0,-0.0,37.42,-2.36,-48.4,35.05,-13.34
434,0.0,-0.0,0.0,-22.16,-14.2,0.0,0.0,25.32,-2.79,-36.35,22.53,-13.82
435,0.0,-0.0,0.0,-19.22,-37.0,-0.0,0.0,41.96,-2.33,-56.23,39.63,-16.6
436,0.0,-0.0,0.0,-22.28,-34.43,-0.0,-0.0,40.51,-2.81,-56.71,37.7,-19.01
437,0.0,0.0,0.0,-18.59,-39.75,0.0,0.0,42.7,-2.54,-58.34,40.16,-18.17
438,-0.0,0.0,0.0,-20.63,-41.59,-0.0,-0.0,46.5,-2.71,-62.22,43.79,-18.43
439,0.0,0.0,0.0,-21.92,-32.28,0.0,0.0,39.14,-2.51,-54.19,36.63,-17.56
440,-0.0,0.0,-0.0,-21.38,-36.31,-0.0,-0.0,42.34,-2.95,-57.69,39.38,-18.3
441,-0.0,0.0,-0.0,-19.6,-23.34,-0.0,-0.0,30.02,-2.35,-42.94,27.66,-15.28
442,-0.0,-0.0,-0.0,-18.99,-39.32,0.0,0.0,39.14,-2.96,-58.31,36.18,-22.13
443,0.0,0.0,-0.0,-17.99,-33.94,0.0,0.0,38.05,-2.76,-51.94,35.29,-16.65
444,-0.0,-0.0,0.0,-17.37,-36.02,-0.0,0.0,39.3,-2.35,-53.39,36.96,-16.43
445,0.0,0.0,-0.0,-18.47,-31.96,-0.0,-0.0,37.64,-2.23,-50.42,35.41,-15.01
446,-0.0,-0.0,-0.0,-20.69,-25.3,-0.0,0.0,34.3,-2.78,-45.99,31.52,-14.47
447,0.0,-0.0,-0.0,-21.82,-26.37,0.0,-0.0,33.07,-2.68,-48.19,30.39,-17.8
448,0.0,-0.0,0.0,-21.83,-36.74,0.0,-0.0,42.73,-2.4,-58.57,40.33,-18.24
449,0.0,-0.0,0.0,-20.11,-36.74,0.0,0.0,42.13,-2.56,-56.86,39.57,-17.29
450,0.0,0.0,0.0,-22.05,-9.16,-0.0,0.0,23.81,-2.63,-31.2,21.18,-10.02
451,-0.0,-0.0,0.0,-20.08,-18.0,0.0,-0.0,32.73,-2.58,-38.07,30.15,-7.92
452,-0.0,-0.0,-0.0,-21.19,-31.09,-0.0,0.0,41.63,-2.36,-52.27,39.27,-13.01
453,0.0,0.0,0.0,-21.75,-28.82,-0.0,-0.0,41.02,-2.37,-50.57,38.65,-11.92
454,-0.0,0.0,0.0,-21.9,-21.01,0.0,0.0,36.54,-2.45,-42.91,34.08,-8.82
455,0.0,0.0,-0.0,-19.77,-26.95,0.0,0.0,37.44,-2.9,-46.72,34.54,-12.19
456,0.0,-0.0,0.0,-19.63,-26.67,-0.0,0.0,38.1,-2.24,-46.3,35.85,-10.45
457,-0.0,0.0,-0.0,-18.33,-29.54,0.0,0.0,41.33,-2.55,-47.87,38.78,-9.09
458,0.0,0.0,0.0,-19.46,-30.04,0.0,-0.0,43.15,-2.4,-49.5,40.75,-8.75
459,-0.0,0.0,0.0,-19.75,-26.32,-0.0,-0.0,36.32,-2.44,-46.07,33.88,-12.19
460,-0.0,-0.0,-0.0,-15.22,-15.47,0.0,0.0,29.31,-1.92,-30.69,27.38,-3.31
461,0.0,0.0,0.0,-19.2,-27.65,-0.0,0.0,38.9,-1.91,-46.85,36.99,-9.86
462,-0.0,0.0,0.0,-18.94,-18.37,-0.0,-0.0,30.15,-1.71,-37.31,28.44,-8.87
463,0.0,0.0,0.0,-18.37,-18.1,0.0,0.0,30.01,-1.87,-36.47,28.14,-8.33
464,0.0,0.0,0.0,-18.46,-31.06,-0.0,0.0,41.72,-1.77,-49.53,39.95,-9.58
465,0.0,-0.0,0.0,-17.85,-23.68,0.0,0.0,35.88,-1.61,-41.53,34.27,-7.25
466,0.0,-0.0,-0.0,-16.76,-22.39,0.0,0.0,32.13,-1.62,-39.14,30.51,-8.64
467,0.0,-0.0,-0.0,-18.22,-17.27,0.0,-0.0,31.26,-2.01,-35.48,29.25,-6.24
468,-0.0,-0.0,0.0,-17.7,-29.86,0.0,-0.0,41.75,-2.3,-47.55,39.45,-8.11
469,0.0,-0.0,0.0,-16.74,-50.41,0.0,-0.0,53.33,-2.6,-67.15,50.73,-16.42
470,-0.0,0.0,0.0,-12.91,-57.47,-0.0,0.0,51.8,-1.94,-70.38,49.86,-20.52
471,0.0,-0.0,-0.0,-15.76,-51.66,-0.0,0.0,52.03,-2.54,-67.42,49.49,-17.93
472,0.0,-0.0,-0.0,-14.9,-40.13,0.0,0.0,46.07,-2.17,-55.03,43.9,-11.13
473,-0.0,0.0,-0.0,-16.41,-46.0,-0.0,0.0,54.48,-2.64,-62.42,51.85,-10.57
474,0.0,0.0,0.0,-13.58,-64.51,-0.0,-0.0,61.99,-2.03,-78.08,59.96,-18.12
475,0.0,-0.0,-0.0,-14.93,-53.68,-0.0,-0.0,53.05,-2.13,-68.61,50.91,-17.7
476,-0.0,-0.0,0.0,-13.24,-56.77,0.0,0.0,56.06,-1.97,-70.01,54.1,-15.91
477,-0.0,0.0,0.0,-10.71,-51.73,-0.0,-0.0,49.81,-2.16,-62.44,47.65,-14.8
478,-0.0,0.0,0.0,-16.07,-50.47,-0.0,-0.0,49.92,-2.53,-66.54,47.39,-19.15
479,-0.0,0.0,-0.0,-8.45,-52.52,-0.0,-0.0,50.48,-2.14,-60.97,48.34,-12.63
480,-0.0,-0.0,-0.0,-17.81,-36.06,-0.0,-0.0,47.0,-2.57,-53.87,44.43,-9.44
481,-0.0,0.0,0.0,-18.38,-50.61,0.0,0.0,60.8,-3.08,-68.99,57.72,-11.27
482,0.0,0.0,0.0,-17.49,-49.13,0.0,-0.0,55.61,-3.11,-66.63,52.5,-14.12
483,-0.0,0.0,-0.0,-14.75,-54.88,0.0,0.0,53.79,-2.03,-69.63,51.76,-17.87
484,0.0,-0.0,0.0,-15.59,-48.95,-0.0,0.0,46.52,-2.29,-64.54,44.23,-20.31
485,-0.0,0.0,-0.0,-13.23,-39.73,0.0,-0.0,46.76,-1.88,-52.96,44.88,-8.08
486,0.0,0.0,0.0,-15.95,-57.38,0.0,-0.0,57.47,-2.07,-73.33,55.39,-17.93
487,0.0,0.0,0.0,-15.36,-44.68,0.0,-0.0,51.59,-2.06,-60.04,49.53,-10.51
488,-0.0,0.0,0.0,-9.82,-56.89,-0.0,0.0,55.41,-2.17,-66.71,53.24,-13.46
489,0.0,0.0,-0.0,-16.06,-40.34,-0.0,0.0,46.59,-1.93,-56.4,44.67,-11.74
490,0.0,0.0,0.0,-14.81,-59.11,0.0,0.0,58.83,-2.0,-73.92,56.84,-17.08
491,-0.0,0.0,-0.0,-11.83,-52.49,-0.0,-0.0,50.03,-2.21,-64.32,47.82,-16.5
492,-0.0,-0.0,0.0,-13.63,-59.41,-0.0,0.0,59.23,-1.95,-73.04,57.28,-15.76
493,0.0,-0.0,0.0,-17.9,-46.04,0.0,0.0,52.12,-2.13,-63.94,49.99,-13.95
494,0.0,0.0,-0.0,-14.39,-48.78,0.0,-0.0,55.27,-1.87,-63.17,53.4,-9.77
495,-0.0,0.0,-0.0,-14.27,-35.96,0.0,0.0,44.02,-1.79,-50.23,42.23,-7.99
496,0.0,-0.0,-0.0,-15.95,-49.38,0.0,-0.0,50.78,-2.29,-65.33,48.49,-16.84
497,0.0,-0.0,0.0,-15.65,-44.54,-0.0,-0.0,42.57,-2.5,-60.19,40.07,-20.11
498,0.0,-0.0,-0.0,-15.44,-31.97,-0.0,-0.0,40.65,-1.86,-47.42,38.8,-8.62
499,0.0,-0.0,-0.0,-10.52,-59.06,0.0,0.0,54.46,-2.23,-69.58,52.23,-17.34
500,-0.0,0.0,0.0,-11.51,-51.58,-0.0,0.0,51.19,-2.32,-63.08,48.88,-14.21


